mall_name,store_name,timestamp_hour,gender,age_range,visitors,avg_duration_seconds
Centre Saint Martial,H&M,2024-09-01 22:00:00,unknown,30-60,9,1565
Centre Saint Martial,H&M,2024-09-01 22:00:00,male,60+,9,1565
Centre Saint Martial,H&M,2024-09-01 22:00:00,female,30-60,9,1565
Centre Saint Martial,H&M,2024-09-01 22:00:00,unknown,30-60,9,1565
Centre Saint Martial,H&M,2024-09-01 22:00:00,unknown,15-30,9,1565
Centre Saint Martial,H&M,2024-09-01 22:00:00,unknown,0-15,9,1565
Centre Saint Martial,H&M,2024-09-01 22:00:00,female,0-15,9,1565
Centre Saint Martial,H&M,2024-09-01 22:00:00,female,30-60,9,1565
Centre Saint Martial,H&M,2024-09-01 22:00:00,male,30-60,9,1565
Centre Saint Martial,H&M,2024-09-02 08:00:00,female,30-60,6,487
Centre Saint Martial,H&M,2024-09-02 08:00:00,male,30-60,6,487
Centre Saint Martial,H&M,2024-09-02 08:00:00,male,30-60,6,487
Centre Saint Martial,H&M,2024-09-02 08:00:00,unknown,0-15,6,487
Centre Saint Martial,H&M,2024-09-02 08:00:00,unknown,30-60,6,487
Centre Saint Martial,H&M,2024-09-02 08:00:00,male,0-15,6,487
Centre Saint Martial,H&M,2024-09-02 09:00:00,unknown,0-15,3,1919
Centre Saint Martial,H&M,2024-09-02 09:00:00,female,0-15,3,1919
Centre Saint Martial,H&M,2024-09-02 09:00:00,female,15-30,3,1919
Centre Saint Martial,H&M,2024-09-02 10:00:00,male,0-15,7,1261
Centre Saint Martial,H&M,2024-09-02 10:00:00,female,0-15,7,1261
Centre Saint Martial,H&M,2024-09-02 10:00:00,unknown,30-60,7,1261
Centre Saint Martial,H&M,2024-09-02 10:00:00,unknown,0-15,7,1261
Centre Saint Martial,H&M,2024-09-02 10:00:00,male,15-30,7,1261
Centre Saint Martial,H&M,2024-09-02 10:00:00,female,60+,7,1261
Centre Saint Martial,H&M,2024-09-02 10:00:00,male,30-60,7,1261
Centre Saint Martial,H&M,2024-09-02 11:00:00,unknown,60+,1,1095
Centre Saint Martial,H&M,2024-09-02 12:00:00,unknown,15-30,3,1755
Centre Saint Martial,H&M,2024-09-02 12:00:00,unknown,15-30,3,1755
Centre Saint Martial,H&M,2024-09-02 12:00:00,female,30-60,3,1755
Centre Saint Martial,H&M,2024-09-02 13:00:00,male,60+,6,1169
Centre Saint Martial,H&M,2024-09-02 13:00:00,female,0-15,6,1169
Centre Saint Martial,H&M,2024-09-02 13:00:00,unknown,30-60,6,1169
Centre Saint Martial,H&M,2024-09-02 13:00:00,female,0-15,6,1169
Centre Saint Martial,H&M,2024-09-02 13:00:00,female,15-30,6,1169
Centre Saint Martial,H&M,2024-09-02 13:00:00,male,15-30,6,1169
Centre Saint Martial,H&M,2024-09-02 14:00:00,male,30-60,9,1174
Centre Saint Martial,H&M,2024-09-02 14:00:00,female,60+,9,1174
Centre Saint Martial,H&M,2024-09-02 14:00:00,male,60+,9,1174
Centre Saint Martial,H&M,2024-09-02 14:00:00,male,30-60,9,1174
Centre Saint Martial,H&M,2024-09-02 14:00:00,unknown,30-60,9,1174
Centre Saint Martial,H&M,2024-09-02 14:00:00,female,0-15,9,1174
Centre Saint Martial,H&M,2024-09-02 14:00:00,male,15-30,9,1174
Centre Saint Martial,H&M,2024-09-02 14:00:00,male,15-30,9,1174
Centre Saint Martial,H&M,2024-09-02 14:00:00,male,0-15,9,1174
Centre Saint Martial,H&M,2024-09-02 15:00:00,male,30-60,6,1592
Centre Saint Martial,H&M,2024-09-02 15:00:00,male,0-15,6,1592
Centre Saint Martial,H&M,2024-09-02 15:00:00,female,15-30,6,1592
Centre Saint Martial,H&M,2024-09-02 15:00:00,male,15-30,6,1592
Centre Saint Martial,H&M,2024-09-02 15:00:00,female,15-30,6,1592
Centre Saint Martial,H&M,2024-09-02 15:00:00,unknown,30-60,6,1592
Centre Saint Martial,H&M,2024-09-02 16:00:00,female,15-30,3,1739
Centre Saint Martial,H&M,2024-09-02 16:00:00,male,15-30,3,1739
Centre Saint Martial,H&M,2024-09-02 16:00:00,male,15-30,3,1739
Centre Saint Martial,H&M,2024-09-02 17:00:00,female,0-15,25,1063
Centre Saint Martial,H&M,2024-09-02 17:00:00,male,0-15,25,1063
Centre Saint Martial,H&M,2024-09-02 17:00:00,unknown,30-60,25,1063
Centre Saint Martial,H&M,2024-09-02 17:00:00,unknown,0-15,25,1063
Centre Saint Martial,H&M,2024-09-02 17:00:00,unknown,0-15,25,1063
Centre Saint Martial,H&M,2024-09-02 17:00:00,female,60+,25,1063
Centre Saint Martial,H&M,2024-09-02 17:00:00,unknown,60+,25,1063
Centre Saint Martial,H&M,2024-09-02 17:00:00,male,0-15,25,1063
Centre Saint Martial,H&M,2024-09-02 17:00:00,unknown,0-15,25,1063
Centre Saint Martial,H&M,2024-09-02 17:00:00,female,60+,25,1063
Centre Saint Martial,H&M,2024-09-02 17:00:00,unknown,15-30,25,1063
Centre Saint Martial,H&M,2024-09-02 17:00:00,male,0-15,25,1063
Centre Saint Martial,H&M,2024-09-02 17:00:00,unknown,15-30,25,1063
Centre Saint Martial,H&M,2024-09-02 17:00:00,unknown,60+,25,1063
Centre Saint Martial,H&M,2024-09-02 17:00:00,unknown,15-30,25,1063
Centre Saint Martial,H&M,2024-09-02 17:00:00,female,60+,25,1063
Centre Saint Martial,H&M,2024-09-02 17:00:00,female,60+,25,1063
Centre Saint Martial,H&M,2024-09-02 17:00:00,female,0-15,25,1063
Centre Saint Martial,H&M,2024-09-02 17:00:00,female,15-30,25,1063
Centre Saint Martial,H&M,2024-09-02 17:00:00,male,60+,25,1063
Centre Saint Martial,H&M,2024-09-02 17:00:00,male,15-30,25,1063
Centre Saint Martial,H&M,2024-09-02 17:00:00,female,60+,25,1063
Centre Saint Martial,H&M,2024-09-02 17:00:00,unknown,15-30,25,1063
Centre Saint Martial,H&M,2024-09-02 17:00:00,unknown,0-15,25,1063
Centre Saint Martial,H&M,2024-09-02 17:00:00,female,30-60,25,1063
Centre Saint Martial,H&M,2024-09-02 18:00:00,male,30-60,20,1946
Centre Saint Martial,H&M,2024-09-02 18:00:00,female,15-30,20,1946
Centre Saint Martial,H&M,2024-09-02 18:00:00,unknown,60+,20,1946
Centre Saint Martial,H&M,2024-09-02 18:00:00,unknown,0-15,20,1946
Centre Saint Martial,H&M,2024-09-02 18:00:00,male,0-15,20,1946
Centre Saint Martial,H&M,2024-09-02 18:00:00,unknown,60+,20,1946
Centre Saint Martial,H&M,2024-09-02 18:00:00,unknown,60+,20,1946
Centre Saint Martial,H&M,2024-09-02 18:00:00,unknown,30-60,20,1946
Centre Saint Martial,H&M,2024-09-02 18:00:00,unknown,0-15,20,1946
Centre Saint Martial,H&M,2024-09-02 18:00:00,male,60+,20,1946
Centre Saint Martial,H&M,2024-09-02 18:00:00,female,0-15,20,1946
Centre Saint Martial,H&M,2024-09-02 18:00:00,male,0-15,20,1946
Centre Saint Martial,H&M,2024-09-02 18:00:00,female,15-30,20,1946
Centre Saint Martial,H&M,2024-09-02 18:00:00,unknown,15-30,20,1946
Centre Saint Martial,H&M,2024-09-02 18:00:00,male,0-15,20,1946
Centre Saint Martial,H&M,2024-09-02 18:00:00,unknown,30-60,20,1946
Centre Saint Martial,H&M,2024-09-02 18:00:00,male,0-15,20,1946
Centre Saint Martial,H&M,2024-09-02 18:00:00,female,60+,20,1946
Centre Saint Martial,H&M,2024-09-02 18:00:00,unknown,15-30,20,1946
Centre Saint Martial,H&M,2024-09-02 18:00:00,female,15-30,20,1946
Centre Saint Martial,H&M,2024-09-02 19:00:00,unknown,0-15,17,1536
Centre Saint Martial,H&M,2024-09-02 19:00:00,unknown,30-60,17,1536
Centre Saint Martial,H&M,2024-09-02 19:00:00,female,30-60,17,1536
Centre Saint Martial,H&M,2024-09-02 19:00:00,female,60+,17,1536
Centre Saint Martial,H&M,2024-09-02 19:00:00,male,30-60,17,1536
Centre Saint Martial,H&M,2024-09-02 19:00:00,unknown,30-60,17,1536
Centre Saint Martial,H&M,2024-09-02 19:00:00,unknown,0-15,17,1536
Centre Saint Martial,H&M,2024-09-02 19:00:00,female,0-15,17,1536
Centre Saint Martial,H&M,2024-09-02 19:00:00,unknown,30-60,17,1536
Centre Saint Martial,H&M,2024-09-02 19:00:00,unknown,15-30,17,1536
Centre Saint Martial,H&M,2024-09-02 19:00:00,unknown,60+,17,1536
Centre Saint Martial,H&M,2024-09-02 19:00:00,male,60+,17,1536
Centre Saint Martial,H&M,2024-09-02 19:00:00,male,15-30,17,1536
Centre Saint Martial,H&M,2024-09-02 19:00:00,female,30-60,17,1536
Centre Saint Martial,H&M,2024-09-02 19:00:00,unknown,60+,17,1536
Centre Saint Martial,H&M,2024-09-02 19:00:00,unknown,15-30,17,1536
Centre Saint Martial,H&M,2024-09-02 19:00:00,female,30-60,17,1536
Centre Saint Martial,H&M,2024-09-02 20:00:00,male,60+,2,1193
Centre Saint Martial,H&M,2024-09-02 20:00:00,female,30-60,2,1193
Centre Saint Martial,H&M,2024-09-02 21:00:00,female,15-30,5,1369
Centre Saint Martial,H&M,2024-09-02 21:00:00,male,15-30,5,1369
Centre Saint Martial,H&M,2024-09-02 21:00:00,unknown,0-15,5,1369
Centre Saint Martial,H&M,2024-09-02 21:00:00,female,60+,5,1369
Centre Saint Martial,H&M,2024-09-02 21:00:00,male,30-60,5,1369
Centre Saint Martial,H&M,2024-09-02 22:00:00,female,15-30,10,816
Centre Saint Martial,H&M,2024-09-02 22:00:00,male,30-60,10,816
Centre Saint Martial,H&M,2024-09-02 22:00:00,female,15-30,10,816
Centre Saint Martial,H&M,2024-09-02 22:00:00,male,15-30,10,816
Centre Saint Martial,H&M,2024-09-02 22:00:00,unknown,30-60,10,816
Centre Saint Martial,H&M,2024-09-02 22:00:00,female,0-15,10,816
Centre Saint Martial,H&M,2024-09-02 22:00:00,female,15-30,10,816
Centre Saint Martial,H&M,2024-09-02 22:00:00,unknown,0-15,10,816
Centre Saint Martial,H&M,2024-09-02 22:00:00,male,60+,10,816
Centre Saint Martial,H&M,2024-09-02 22:00:00,male,15-30,10,816
Centre Saint Martial,H&M,2024-09-03 08:00:00,male,0-15,4,1074
Centre Saint Martial,H&M,2024-09-03 08:00:00,female,60+,4,1074
Centre Saint Martial,H&M,2024-09-03 08:00:00,female,60+,4,1074
Centre Saint Martial,H&M,2024-09-03 08:00:00,male,15-30,4,1074
Centre Saint Martial,H&M,2024-09-03 09:00:00,male,15-30,4,1028
Centre Saint Martial,H&M,2024-09-03 09:00:00,male,15-30,4,1028
Centre Saint Martial,H&M,2024-09-03 09:00:00,male,15-30,4,1028
Centre Saint Martial,H&M,2024-09-03 09:00:00,male,60+,4,1028
Centre Saint Martial,H&M,2024-09-03 10:00:00,male,30-60,4,1504
Centre Saint Martial,H&M,2024-09-03 10:00:00,female,15-30,4,1504
Centre Saint Martial,H&M,2024-09-03 10:00:00,unknown,0-15,4,1504
Centre Saint Martial,H&M,2024-09-03 10:00:00,unknown,30-60,4,1504
Centre Saint Martial,H&M,2024-09-03 11:00:00,female,60+,7,1676
Centre Saint Martial,H&M,2024-09-03 11:00:00,female,60+,7,1676
Centre Saint Martial,H&M,2024-09-03 11:00:00,unknown,15-30,7,1676
Centre Saint Martial,H&M,2024-09-03 11:00:00,female,15-30,7,1676
Centre Saint Martial,H&M,2024-09-03 11:00:00,female,60+,7,1676
Centre Saint Martial,H&M,2024-09-03 11:00:00,female,60+,7,1676
Centre Saint Martial,H&M,2024-09-03 11:00:00,male,60+,7,1676
Centre Saint Martial,H&M,2024-09-03 12:00:00,male,30-60,5,1222
Centre Saint Martial,H&M,2024-09-03 12:00:00,female,0-15,5,1222
Centre Saint Martial,H&M,2024-09-03 12:00:00,male,15-30,5,1222
Centre Saint Martial,H&M,2024-09-03 12:00:00,unknown,60+,5,1222
Centre Saint Martial,H&M,2024-09-03 12:00:00,unknown,0-15,5,1222
Centre Saint Martial,H&M,2024-09-03 13:00:00,male,0-15,6,727
Centre Saint Martial,H&M,2024-09-03 13:00:00,female,15-30,6,727
Centre Saint Martial,H&M,2024-09-03 13:00:00,male,0-15,6,727
Centre Saint Martial,H&M,2024-09-03 13:00:00,male,0-15,6,727
Centre Saint Martial,H&M,2024-09-03 13:00:00,male,15-30,6,727
Centre Saint Martial,H&M,2024-09-03 13:00:00,female,60+,6,727
Centre Saint Martial,H&M,2024-09-03 14:00:00,female,0-15,5,1182
Centre Saint Martial,H&M,2024-09-03 14:00:00,male,30-60,5,1182
Centre Saint Martial,H&M,2024-09-03 14:00:00,unknown,0-15,5,1182
Centre Saint Martial,H&M,2024-09-03 14:00:00,female,15-30,5,1182
Centre Saint Martial,H&M,2024-09-03 14:00:00,male,60+,5,1182
Centre Saint Martial,H&M,2024-09-03 15:00:00,unknown,0-15,2,685
Centre Saint Martial,H&M,2024-09-03 15:00:00,male,15-30,2,685
Centre Saint Martial,H&M,2024-09-03 16:00:00,male,0-15,4,1758
Centre Saint Martial,H&M,2024-09-03 16:00:00,unknown,60+,4,1758
Centre Saint Martial,H&M,2024-09-03 16:00:00,female,0-15,4,1758
Centre Saint Martial,H&M,2024-09-03 16:00:00,male,30-60,4,1758
Centre Saint Martial,H&M,2024-09-03 17:00:00,male,15-30,25,557
Centre Saint Martial,H&M,2024-09-03 17:00:00,female,60+,25,557
Centre Saint Martial,H&M,2024-09-03 17:00:00,unknown,30-60,25,557
Centre Saint Martial,H&M,2024-09-03 17:00:00,male,15-30,25,557
Centre Saint Martial,H&M,2024-09-03 17:00:00,unknown,0-15,25,557
Centre Saint Martial,H&M,2024-09-03 17:00:00,male,30-60,25,557
Centre Saint Martial,H&M,2024-09-03 17:00:00,male,30-60,25,557
Centre Saint Martial,H&M,2024-09-03 17:00:00,female,15-30,25,557
Centre Saint Martial,H&M,2024-09-03 17:00:00,male,15-30,25,557
Centre Saint Martial,H&M,2024-09-03 17:00:00,male,0-15,25,557
Centre Saint Martial,H&M,2024-09-03 17:00:00,female,60+,25,557
Centre Saint Martial,H&M,2024-09-03 17:00:00,female,0-15,25,557
Centre Saint Martial,H&M,2024-09-03 17:00:00,female,15-30,25,557
Centre Saint Martial,H&M,2024-09-03 17:00:00,female,15-30,25,557
Centre Saint Martial,H&M,2024-09-03 17:00:00,male,15-30,25,557
Centre Saint Martial,H&M,2024-09-03 17:00:00,unknown,15-30,25,557
Centre Saint Martial,H&M,2024-09-03 17:00:00,male,15-30,25,557
Centre Saint Martial,H&M,2024-09-03 17:00:00,unknown,30-60,25,557
Centre Saint Martial,H&M,2024-09-03 17:00:00,male,30-60,25,557
Centre Saint Martial,H&M,2024-09-03 17:00:00,male,0-15,25,557
Centre Saint Martial,H&M,2024-09-03 17:00:00,unknown,60+,25,557
Centre Saint Martial,H&M,2024-09-03 17:00:00,female,60+,25,557
Centre Saint Martial,H&M,2024-09-03 17:00:00,female,60+,25,557
Centre Saint Martial,H&M,2024-09-03 17:00:00,female,0-15,25,557
Centre Saint Martial,H&M,2024-09-03 17:00:00,male,60+,25,557
Centre Saint Martial,H&M,2024-09-03 18:00:00,female,60+,18,1744
Centre Saint Martial,H&M,2024-09-03 18:00:00,male,60+,18,1744
Centre Saint Martial,H&M,2024-09-03 18:00:00,male,15-30,18,1744
Centre Saint Martial,H&M,2024-09-03 18:00:00,unknown,15-30,18,1744
Centre Saint Martial,H&M,2024-09-03 18:00:00,male,60+,18,1744
Centre Saint Martial,H&M,2024-09-03 18:00:00,female,0-15,18,1744
Centre Saint Martial,H&M,2024-09-03 18:00:00,male,60+,18,1744
Centre Saint Martial,H&M,2024-09-03 18:00:00,female,60+,18,1744
Centre Saint Martial,H&M,2024-09-03 18:00:00,female,60+,18,1744
Centre Saint Martial,H&M,2024-09-03 18:00:00,female,30-60,18,1744
Centre Saint Martial,H&M,2024-09-03 18:00:00,male,15-30,18,1744
Centre Saint Martial,H&M,2024-09-03 18:00:00,male,15-30,18,1744
Centre Saint Martial,H&M,2024-09-03 18:00:00,male,30-60,18,1744
Centre Saint Martial,H&M,2024-09-03 18:00:00,male,30-60,18,1744
Centre Saint Martial,H&M,2024-09-03 18:00:00,male,15-30,18,1744
Centre Saint Martial,H&M,2024-09-03 18:00:00,unknown,30-60,18,1744
Centre Saint Martial,H&M,2024-09-03 18:00:00,male,30-60,18,1744
Centre Saint Martial,H&M,2024-09-03 18:00:00,female,60+,18,1744
Centre Saint Martial,H&M,2024-09-03 19:00:00,unknown,15-30,26,1507
Centre Saint Martial,H&M,2024-09-03 19:00:00,unknown,0-15,26,1507
Centre Saint Martial,H&M,2024-09-03 19:00:00,male,30-60,26,1507
Centre Saint Martial,H&M,2024-09-03 19:00:00,unknown,30-60,26,1507
Centre Saint Martial,H&M,2024-09-03 19:00:00,male,15-30,26,1507
Centre Saint Martial,H&M,2024-09-03 19:00:00,unknown,60+,26,1507
Centre Saint Martial,H&M,2024-09-03 19:00:00,female,30-60,26,1507
Centre Saint Martial,H&M,2024-09-03 19:00:00,female,0-15,26,1507
Centre Saint Martial,H&M,2024-09-03 19:00:00,female,30-60,26,1507
Centre Saint Martial,H&M,2024-09-03 19:00:00,male,0-15,26,1507
Centre Saint Martial,H&M,2024-09-03 19:00:00,female,30-60,26,1507
Centre Saint Martial,H&M,2024-09-03 19:00:00,female,60+,26,1507
Centre Saint Martial,H&M,2024-09-03 19:00:00,female,30-60,26,1507
Centre Saint Martial,H&M,2024-09-03 19:00:00,female,15-30,26,1507
Centre Saint Martial,H&M,2024-09-03 19:00:00,male,0-15,26,1507
Centre Saint Martial,H&M,2024-09-03 19:00:00,unknown,0-15,26,1507
Centre Saint Martial,H&M,2024-09-03 19:00:00,unknown,0-15,26,1507
Centre Saint Martial,H&M,2024-09-03 19:00:00,female,15-30,26,1507
Centre Saint Martial,H&M,2024-09-03 19:00:00,female,30-60,26,1507
Centre Saint Martial,H&M,2024-09-03 19:00:00,female,30-60,26,1507
Centre Saint Martial,H&M,2024-09-03 19:00:00,male,60+,26,1507
Centre Saint Martial,H&M,2024-09-03 19:00:00,male,15-30,26,1507
Centre Saint Martial,H&M,2024-09-03 19:00:00,female,15-30,26,1507
